kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 299 : 14895 93996 0 0 0 0 0 0 0 
_1.ptx 300 : 14895 122664 0 0 0 0 0 0 0 
_1.ptx 301 : 14895 0 0 0 0 0 0 0 0 
_1.ptx 302 : 14895 94638 0 0 0 0 0 0 0 
_1.ptx 303 : 14895 122975 0 0 0 0 0 0 0 
_1.ptx 304 : 14895 0 0 0 0 0 0 0 0 
_1.ptx 305 : 14895 152771 0 0 0 0 0 0 0 
_1.ptx 307 : 14895 196200 0 0 0 0 0 0 0 
_1.ptx 309 : 14895 167828 0 0 0 0 0 0 0 
_1.ptx 310 : 14895 97940 0 0 0 0 0 0 0 
_1.ptx 311 : 14895 100469 0 0 0 0 0 0 0 
_1.ptx 312 : 14895 97116 0 0 0 0 0 0 0 
_1.ptx 314 : 1555719 11348717 0 0 0 0 0 0 0 
_1.ptx 315 : 1555719 16162379 0 0 0 0 0 0 0 
_1.ptx 316 : 1555719 17394335 0 0 0 0 0 0 0 
_1.ptx 317 : 1555719 145936698 0 0 0 1553428 344481 0 0 
_1.ptx 318 : 1555719 11349742 0 0 0 0 0 0 0 
_1.ptx 319 : 1555719 16033216 0 0 0 0 0 0 0 
_1.ptx 320 : 1555719 17404719 0 0 0 0 0 0 0 
_1.ptx 321 : 1555719 141432811 0 0 0 1532858 344481 0 0 
_1.ptx 322 : 1555719 12822905 0 0 0 0 0 0 0 
_1.ptx 323 : 1555719 5138072 0 0 0 0 0 0 205522 
_1.ptx 325 : 751682 7795705 0 0 0 0 0 0 0 
_1.ptx 326 : 751682 4828093 0 0 0 0 0 0 0 
_1.ptx 328 : 804037 6611158 0 0 0 0 0 0 0 
_1.ptx 329 : 804037 814476 0 0 0 0 0 0 78986 
_1.ptx 331 : 675874 7007508 0 0 0 0 0 0 0 
_1.ptx 332 : 675874 4343238 0 0 0 0 0 0 0 
_1.ptx 335 : 128163 1310697 0 0 0 0 0 0 0 
_1.ptx 337 : 128163 1313053 0 0 0 0 0 0 0 
_1.ptx 339 : 128163 1338731 0 0 0 0 0 0 0 
_1.ptx 343 : 1555719 12777605 0 0 0 0 0 0 0 
_1.ptx 344 : 1555719 47317 0 0 0 0 0 0 5717 
_1.ptx 345 : 1548294 12729485 0 0 0 0 0 0 0 
_1.ptx 346 : 1548294 9829305 0 0 0 0 0 0 6247 
_1.ptx 347 : 7470 47490 0 0 0 0 0 0 0 
_1.ptx 355 : 14895 176330 0 0 0 0 0 0 0 
_1.ptx 356 : 14895 153010 0 0 0 0 0 0 0 
_1.ptx 357 : 14895 166174 0 0 0 0 0 0 0 
_1.ptx 358 : 14895 2376825 0 0 0 4577 2632 0 0 
_1.ptx 359 : 14895 154843 0 0 0 0 0 0 0 
_1.ptx 360 : 14895 167231 0 0 0 0 0 0 0 
_1.ptx 361 : 14895 2693920 0 0 0 12902 2632 0 0 
_1.ptx 364 : 29790 307781 0 0 0 0 0 0 0 
_1.ptx 365 : 29790 246242 0 0 0 0 0 0 0 
_1.ptx 366 : 29790 182927 0 0 0 0 0 0 694 
_1.ptx 369 : 1024 6208 0 0 0 0 0 0 0 
_1.ptx 384 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 385 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 386 : 1024 19008 0 0 0 0 0 0 0 
_1.ptx 387 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 388 : 1024 11328 0 0 0 0 0 0 0 
_1.ptx 389 : 1024 7424 0 0 0 0 0 0 0 
_1.ptx 390 : 1024 146304 0 0 0 0 0 0 0 
_1.ptx 391 : 1024 8192 0 0 0 0 0 0 0 
_1.ptx 392 : 1024 6128 0 0 0 0 0 0 1 
_1.ptx 393 : 24 144 0 0 0 0 0 0 0 
_1.ptx 396 : 1000 3136 0 0 0 0 0 0 0 
_1.ptx 397 : 1000 10552 0 0 0 0 0 0 0 
_1.ptx 398 : 1000 11000 0 0 0 0 0 0 0 
_1.ptx 399 : 1000 178856 0 0 0 32 32 0 0 
_1.ptx 400 : 1000 7000 0 0 0 0 0 0 0 
_1.ptx 401 : 1000 259800 0 0 0 32 32 0 0 
_1.ptx 403 : 1000 254912 0 0 0 0 0 0 0 
_1.ptx 404 : 1000 620496 128 0 0 1000 32 0 0 
_1.ptx 407 : 1024 6144 0 0 0 0 0 0 0 
